item_id,condition,context,question,answer,your_label,your_type,your_difficulty,your_notes
train_0511,has_context,"হোমো প্রজাতির প্রাথমিক সদস্য হোমো হ্যাবিলিস ২.৪ মিলিয়ন বছর পূর্বে বিকশিত হয়েছিল।[15] হোমো হ্যাবিলিস প্রথম প্রজাতি হিসাবে বিবেচনা করা হয়েছে কারণ তারা যে পাথরের সরঞ্জাম ব্যবহার করত তার সুস্পষ্ট প্রমাণ আছে । সম্প্রতি ২০১৫ সালে, উত্তরপূর্বাঞ্চলীয় কেনিয়াতে যে পাথরের সরঞ্জামগুলি পাওয়া গেছে তা সম্ভবত হোমো হ্যাবিলিসের পূর্বাভাস দিয়েছে যেগুলি প্রায় ৩.৩ মিলিয়ন বছর বয়স পুরাতন ছিল।[16] তবুও, হোমো হ্যাবিলিসের মস্তিষ্কগুলি শিম্পাঞ্জীর মতো একই আকারের ছিল এবং তাদের প্রধান অভিযোজন ছিল পার্থিব জীবনযাত্রার অভিযোজন হিসেবে বাইপেডালিজম (দুপায়ে চলাফেরা করা) । পরের মিলিয়ন বছরে এন্সিফালিজেশন প্রক্রিয়া শুরু হয়েছিল এবং জীবাশ্ম রেকর্ড অনুযায়ী হোমো ইরেক্টাস এর আগমন ঘটেছিল যাদের করোটির ক্ষমতা দ্বিগুণ ছিল। হোমো ইরেক্টাস ছিল প্রথম হোমোনিনা যারা আফ্রিকা ছেড়েছিল এবং এই প্রজাতিগুলি আফ্রিকা, এশিয়া এবং ইউরোপের মধ্যে ১.৩ থেকে ১.৮ মিলিয়ন বছর আগে ছড়িয়ে পড়েছিল। এইচ. ইরেক্টাসের একটি জনগোষ্ঠীকে কখনও কখনও একটি পৃথক প্রজাতি হোমো এরগ্যাস্টার হিসাবে শ্রেণীবদ্ধ করা হয় যারা আফ্রিকায় থাকত এবং পরে হোমো স্যাপিয়েন্সে পরিণত হয়েছিল। বিশ্বাস করা হয় যে তারাই প্রথম অগ্নি এবং জটিল সরঞ্জাম ব্যবহার করত। হোমো এরগ্যাস্টার / ইরেক্টাস এবং আর্কাইক মানুষেরা যেমন হোমো রোডেসিয়েন্সিস আফ্রিকা থেকে এসেছিল, কিন্তু জর্জিয়ার দুমানসিতে তাদের transitional ফর্মগুলি পাওয়া গিয়েছিল। আফ্রিকান হোমো ইরেক্টাস এর বংশধররা ৫০০,০০০ বৎসর পূর্বে ইউরেশিয়ায় ছড়িয়ে পড়েছিল পরে তারা পর্যায়ক্রমে হোমো এন্টিসেসর, হোমো হাইডেলবার্গেনসিস এবং হোমো নিয়ানডার্টালেনসিস এ বিবর্তিত হয়েছিল । আধুনিক মানুষের প্রাচীন জীবাশ্ম মধ্য পেলিওলিথিক প্রায় ২০০,০০০ বছর আগে যেমন ওমো ইথিওপিয়া অবশিষ্ট আছে এবং হার্টোর জীবাশ্মকে কখনও কখনও হোমো স্যাপিয়েন্স ইডাল্টু হিসাবে শ্রেণীবদ্ধ করা হয়। পরবর্তীকালে ইসরায়েল এবং দক্ষিণ ইউরোপ থেকে যে স্কাল বা আর্কাইক হোমো স্যাপিয়েন্সের জীবাশ্ম পাওয়া যায় তা প্রায় ৯০,০০০ বছর আগের ছিল।[17]",হোমো ইরেকটাসের অস্তিত্ব কতবছর আগে ছিল ?,"৫০১,০০০",wrong,numeric,hard,
train_0512,no_context,,‘প্রশ্ন’ ও ‘উত্তর’ শব্দ দুটির সন্ধিতে কোন শব্দ গঠিত হয়?,প্রশ্নোত্তর,correct,none,hard,
train_0513,has_context,পদ্মা বহুমুখী সেতুতে ৪২টি পিয়ার এবং ৪১টি স্প্যান রয়েছে। এর মোট দৈর্ঘ্য ৬.১৫ কিলোমিটার।,পদ্মা সেতুতে মোট কতটি স্প্যান রয়েছে?,৪১টি।,correct,none,hard,
train_0514,has_context,"ক্যাডেট কলেজ, হাসান আবদাল (সিসিএইচ) একটি আবাসিক মাধ্যমিক বিদ্যালয়, যা পাকিস্তানের পাঞ্জাবের এটক জেলার হাসান আবদালে অবস্থিত। কলেজটিতে ১৩-১৯ বছর বয়সী ৫০০-এরও বেশি শিক্ষার্থী রয়েছে। প্রতিটি ক্লাসে আনুমানিক ১১০ জন শিক্ষার্থী রয়েছে। একাডেমিক কর্মসূচির মূল লক্ষ্য শিক্ষার্থীদের পাকিস্তানি সেনাবাহিনীতে ভবিষ্যতের কর্মকর্তা হওয়ার প্রশিক্ষণ দেওয়া।",ক্যাডেট কলেজ হাসান আবদাল কী ধরনের বিদ্যালয়?,একটি আবাসিক মাধ্যমিক বিদ্জালয়,unsure,none,hard,typo-pair
train_0515,no_context,,‘উৎ’ ও ‘যাপন’ শব্দ দুটির সন্ধিতে কোন শব্দ গঠিত হয়?,উদ্যাপন,correct,none,hard,
train_0516,no_context,,"$X = \{1, 2, 3, \ldots, 2015\}$ এই সেটের যেকোনো 200 উপাদান নিয়ে গঠিত সাবসেট $X_{200}$। তাহলে কতগুলো $X_{200}$ পাওয়া যাবে যার সবগুলো উপাদানের যোগফলকে 5 দিয়ে ভাগ করলে 1 অবশিষ্ট থাকবে?",7005875,wrong,fabricated,hard,checked mathematically: both counts are far too small for 200-element subsets of 2015 elements
train_0517,no_context,,"""ইচ্ছে থাকলে উপায় হয়"" এর ভাবার্থ কী?",প্রবল ইচ্ছা থাকলে কঠিন কাজও সম্পন্ন হয়,correct,none,easy,
train_0518,has_context,"রবীন্দ্রনাথ ঠাকুর সুভাষচন্দ্রকে 'দেশনায়ক'[7] আখ্যা দিয়ে তাসের দেশ নৃত্যনাট্যটি তাঁকে উৎসর্গ করেন। উৎসর্গপত্রে লেখেন: ""স্বদেশের চিত্তে নূতন প্রাণ সঞ্চার করবার পূণ্যব্রত তুমি গ্রহণ করেছ, সেই কথা স্মরণ ক’রে তোমার নামে ‘তাসের দেশ’ নাটিকা উৎসর্গ করলুম।""[8] আজাদ হিন্দ ফৌজের অভিযান ব্যর্থতায় পর্যবসিত হলেও, সুভাষচন্দ্রের শৌর্য ও আপোষহীন রণনীতি তাঁকে ভারতব্যাপী জনপ্রিয়তা দান করে। নেতাজির জন্মদিন বর্তমানে পশ্চিমবঙ্গে , ত্রিপুরায় , অসমে ও ওডিশায় রাষ্ট্রীয় ছুটির দিন হিসেবে পালিত হয়। স্বাধীনতার পর কলকাতার একাধিক রাস্তা তাঁর নামে নামাঙ্কিত করা হয়। বর্তমানে কলকাতার একমাত্র ইন্ডোর স্টেডিয়াম নেতাজি ইন্ডোর স্টেডিয়াম তাঁর নামে নামাঙ্কিত। নেতাজির জন্মশতবর্ষ উপলক্ষে দমদম বিমানবন্দরের নাম পরিবর্তিত করে নেতাজি সুভাষচন্দ্র বসু আন্তর্জাতিক বিমানবন্দর রাখা হয়। তাঁর নামে কলকাতায় স্থাপিত হয় নেতাজি সুভাষ মুক্ত বিশ্ববিদ্যালয় ও নেতাজি সুভাষ ইঞ্জিনিয়ারিং কলেজ এবং দিল্লিতে স্থাপিত হয় নেতাজি সুভাষ ইনস্টিটিউট অফ টেকনোলজি। কলকাতা মেট্রোর দুটি স্টেশন বর্তমানে নেতাজির নামাঙ্কিত: 'নেতাজি ভবন' (পূর্বনাম ভবানীপুর) ও 'নেতাজি' (পূর্বনাম কুঁদঘাট)।",সুভাষচন্দ্র বসুকে কে দেশনায়ক আখ্যা দিয়েছিলেন ?,রবীন্দ্রনাথ ঠাকুর,correct,none,easy,
train_0519,no_context,,'ভুয়া' শব্দের শুদ্ধ বিপরীত শব্দ কোনটি?,ভোজন,wrong,fabricated,easy,
train_0520,has_context,"এই আইনের অধীনে নির্বাচন সম্পর্কিত বিরোধ নিষ্পত্তির ক্ষেত্রে নির্বাচন কমিশন, সরকারি গেজেটে প্রজ্ঞাপনের দ্বারা, একজন উপযুক্ত পদমর্যাদার বিচার বিভাগীয় কর্মকর্তার সমন্বয়ে প্রয়োজনীয় সংখ্যক নির্বাচনী ট্রাইব্যুনাল এবং একজন উপযুক্ত পদমর্যাদার বিচার বিভাগীয় কর্মকর্তা ও একজন উপযুক্ত পদমর্যাদার নির্বাহী বিভাগের কর্মকর্তার সমন্বয়ে প্রয়োজনীয় সংখ্যক নির্বাচনী আপিল ট্রাইব্যুনাল গঠন করিবে।","প্রদত্ত প্রসঙ্গ অনুযায়ী স্থানীয় সরকার (ইউনিয়ন পরিষদ) আইন, ২০০৯-এর ধারা ২৩ সম্পর্কে কী বলা হয়েছে?","এই আইনের অধীনে নির্বাচন সম্পর্কিত বিরোধ নিষ্পত্তির ক্ষেত্রে নির্বাচন কমিশন, সরকারি গেজেটে প্রজ্ঞাপনের দ্বারা, একজন উপযুক্ত পদমর্যাদার বিচার বিভাগীয় কর্মকর্তার সমন্বয়ে প্রয়োজনীয় সংখ্যক নির্বাচনী ট্রাইব্যুনাল এবং একজন উপযুক্ত পদমর্যাদার বিচার বিভাগীয় কর্মকর্তা ও একজন উপযুক্ত পদমর্যাদার নির্বাহী বিভাগের কর্মকর্তার সমন্বয়ে প্রয়োজনীয় সংখ্যক নির্বাচনী আপিল ট্রাইব্যুনাল গঠন করিবে।",correct,none,hard,
train_0521,has_context,১৯৭৬ এর ২৯ আগস্ট বিদ্রোহী কবি কাজী নজরুল ইসলাম ঢাকার পিজি হাসপাতালে শেষ নিঃশ্বাস ত্যাগ করেন এবং ঢাকা বিশ্ববিদ্যালয় মসজিদ প্রাঙ্গনে তাকে দাফন করা হয়। জেনারেল জিয়া বাংলাদেশে একুশে পদক প্রবর্তন করেন ও কাজী নজরুল ইসলামকে (মরণোত্তর) সেই পুরস্কার প্রথম প্রদান করেন।,কাজী নজরুল ইসলাম কবে মৃত্যুবরণ করেন?,১৯৭৬ সালের ২৯ আগস্ট,correct,none,hard,
train_0522,has_context,"ব্রাহ্ম সভা হিন্দুধর্ম সংস্কারক রাজা রামমোহন রায় (১৭৭২-১৮৩৩) কর্তৃক ১৮২৮ সালের আগস্ট মাসে প্রতিষ্ঠিত হয়, যা পরবর্তীতে ব্রাহ্ম সমাজ নামে পরিচিত হয়।",দেবেন্দ্রনাথ ঠাকুর কোন সালে তত্ত্ববোধিনী সভা প্রতিষ্ঠা করেন?,১৮৫৭ সালে,wrong,numeric,hard,passage doesn't support this answer
train_0523,has_context,"বেনাপোল ক্যাপ্টেন আবদুল হালিম, ক্যাপ্টেন তৌফিক-ই-ইলাহী চৌধুরী",৮ নম্বর সেক্টরের বেনাপোল উপ-সেক্টরের (সাব-সেক্টর হিসেবে তালিকাভুক্ত) কমান্ডার কারা ছিলেন?,ক্যাপ্টেন আবদুল হালিম ও ক্যাপ্টেন তৌফিক-ই-ইলাহী চৌধুরী,correct,none,easy,
train_0524,has_context,প্রথম শহীদ স্মৃতিস্তম্ভ রাজশাহী নামে খ্যাত স্তম্ভটি ১৯৫২ সালের ২১ ফেব্রুয়ারি সন্ধ্যায় রাজশাহী কলেজ মুসলিম হোস্টেলের এফ ব্লকের সামনে ইট-কাদা দিয়ে নির্মাণ করা হয়। এই স্মৃতিস্তম্ভটি ২২ ফেব্রুয়ারি পুলিশ প্রশাসন দ্বারা ভেঙে ফেলা হয়।,প্রথম শহীদ স্মৃতিস্তম্ভ কোথায় নির্মিত হয়?,রাজশাহী কলেজ মুসলিম হোস্টেলের এফ ব্লকের সামনে,correct,none,hard,
train_0525,no_context,,"""হাত দেওয়া"" এর ভাবার্থ কী?",সূচনা করা,correct,none,easy,
train_0526,has_context,স্বাধীনতার জন্য তিনি ব্রিটিশদের সাথে আলোচনা চালিয়ে যান। ফলশ্রুতিতে ১৯৪৬ সালের ২৫ মে ট্রান্সজর্ডান আমিরাত (১৯৪৯ সালে জর্ডান নামে নামকরণ করা হয়) স্বাধীনতা লাভ করে।,ট্রান্সজর্ডানের নাম পরিবর্তন করে জর্ডান রাখা হয় কোন সালে?,১৯৪৬ সালে,wrong,numeric,hard,
train_0527,no_context,,"মিঃ কবির তার বাড়ির মেরামত করতে চান এবং এটি করার জন্য ৩০০ ফুট ধাতব ছাদ প্রয়োজন। যদি ছাদের প্রতিটি ফুটের দাম ৳৮ হয়, এবং ধাতব ছাদের সরবরাহকারী ২৫০ ফুট ধাতব ছাদ বিনামূল্যে নিয়ে আসে, তাহলে অবশিষ্ট ধাতব ছাদের জন্য মিঃ কবিরকে কত টাকা দিতে হবে?",৪০০,correct,none,hard,
train_0528,no_context,,বসু পরিবারের আদি বাসস্থান কোথায় ছিল?,ঢাকা জেলার বিক্রমপুরের রাঢ়িখাল গ্রাম,correct,none,easy,
train_0529,has_context,"স্থানীয় সরকার (ইউনিয়ন পরিষদ) আইন, ২০০৯-এর ধারা ২২-এর বিষয় নির্বাচনী দরখাস্ত দাখিল।","স্থানীয় সরকার (ইউনিয়ন পরিষদ) আইন, ২০০৯-এর ধারা ২২-এর বিষয় কী?",নির্বাচন ট্রাইব্যুনাল ও নির্বাচন আপিল ট্রাইব্যুনাল গঠন,wrong,entity,easy,
train_0530,no_context,,"একটি ক্লাসে ৬০ জন শিক্ষার্থী রয়েছে। যারা তাদের মধ্যাহ্নভোজ নিয়ে আসে তাদের সংখ্যা স্কুলের ক্যাফেটেরিয়ায় যারা খায় তাদের চেয়ে তিনগুণ। বাকি ছাত্ররা দুপুরের খাবার খায় না। যদি ১০ জন ছাত্র স্কুল ক্যাফেটেরিয়াতে খায়, তবে কতজন দুপুরের খাবার খায় না?",২১,wrong,fabricated,easy,
train_0531,has_context,"এর আগে মে মাসেই ইংরেজ প্রশাসন মাষ্টারদা এবং নির্মল সেনকে জীবিত অথবা মৃত অবস্থায় ধরিয়ে দিতে পারলে ১০,০০০ টাকা পুরস্কারের ঘোষণা দেন।",মাষ্টারদা ও নির্মল সেনকে ধরিয়ে দেওয়ার জন্য ইংরেজ প্রশাসন কত টাকা পুরস্কার ঘোষণা করে?,"১০,০০০ টাকা।",correct,none,hard,
train_0532,has_context,মোগল সম্রাট হুমায়ুন গৌড় জয় করার পর এর প্রাকৃতিক সৌন্দর্য ও ঐশ্বর্যে মুগ্ধ হয়ে বাংলার নাম দেন ‘জান্নাতাবাদ’। তিনি সেখানে প্রায় ছয় মাস অবস্থান করেছিলেন।,গৌড় জয়ের পর হুমায়ুন সেখানে কতদিন অবস্থান করেছিলেন?,প্রায় ছয় মাস।,correct,none,hard,
train_0533,has_context,"স্থানীয় সরকার (ইউনিয়ন পরিষদ) আইন, ২০০৯-এর ধারা ৭৫-এর বিষয় পরিষদের সিদ্ধান্ত, কার্যবিবরণী, ইত্যাদি বাতিল বা স্থগিতকরণ।","স্থানীয় সরকার (ইউনিয়ন পরিষদ) আইন, ২০০৯-এর ধারা ৭৫-এর বিষয় কী?","পরিষদের বার্ষিক, আর্থিক ও প্রশাসনিক প্রতিবেদন",wrong,entity,easy,
train_0534,has_context,১৯৭১ সালের ২৬ মার্চের প্রথম প্রহরে বঙ্গবন্ধু শেখ মুজিবুর রহমান তৎকালীন ইপিআর (EPR) রেডিও ট্রান্সমিটার (ওয়্যারলেস) এবং টেলিগ্রামের মাধ্যমে বাংলাদেশের স্বাধীনতার ঘোষণা জারি করেন।,১৯৭১ সালের ২৬ মার্চের প্রথম প্রহরে কে বাংলাদেশের স্বাধীনতার ঘোষণা জারি করেন?,তাজউদ্দীন আহমদ,wrong,contradiction,easy,
train_0535,no_context,,'বিষবৃক্ষ' উপন্যাসের রচয়িতা কে?,হুমায়ূন আহমেদ,wrong,fabricated,easy,
train_0536,has_context,"বিশ্বজনীন অবস্থান-নির্ণায়ক ব্যবস্থা, যাকে মূল ইংরেজিতে Global Positioning System (গ্লোবাল পজিশনিং সিস্টেম) ও সংক্ষেপে GPS (জিপিএস) নামে ডাকা হয়, মার্কিন যুক্তরাষ্ট্রের প্রতিরক্ষা মন্ত্রণালয় কর্তৃক ১৯৭০-এর দশকের শুরুর দিকে উদ্ভাবিত একটি প্রযুক্তি।[1] প্রথম দিকে এর প্রয়োগ ছিল পুরোপুরি সামরিক। পরে জনসাধারণের নিমিত্তে এর ব্যবহার উন্মুক্ত করা হয়। এটি একটি কৃত্রিম উপগ্রহভিত্তিক যোগাযোগ ব্যবস্থা। যেকোন আবহাওয়াতে পৃথিবী যেকোনো চলমান অবস্থান আর সময়ের তথ্য সরবরাহ করাটা এর মূল কাজ। জিপিএস এক ধরনের একমুখী ব্যবস্থা কারণ ব্যবহারকারীগণ উপগ্রহ প্রেরিত সঙ্কেত শুধুমাত্র গ্রহণ করতে পারে।",বিশ্বজনীন অবস্থান-নির্ণায়ক ব্যবস্থা প্রথম কোথায় চালু হয় ?,মার্কিন যুক্তরাষ্ট্রের প্রতিরক্ষা মন্ত্রণালয়; ১৯৭০-এর দশকের শুরুতে।,correct,none,easy,
train_0537,no_context,,"""হাওয়া খাওয়া"" এর ভাবার্থ কী?","সুসময়ের বন্ধু, বিলাসী",wrong,fabricated,easy,
train_0538,has_context,'ছাগদুগ্ধ' শব্দটির ব্যাসবাক্য হলো: ছাগীর দুগ্ধ।,"ব্যাসবাক্য অনুযায়ী, 'ছাগদুগ্ধ' শব্দটি কোন সমাসের উদাহরণ?",সপ্তমী তৎপুরুষ,wrong,contradiction,hard,
train_0539,no_context,,সালমানকে বাচ্চাদের পার্টির জন্য মুরগি ভাজাতে হবে। তিনি ২৪টি ড্রামস্টিক এবং তার থেকে ৪টি কম বুকের অংশ কিনেছিলেন। সালমান কতগুলি মুরগি ভাজতে পারবে?,৪৪,correct,none,easy,
train_0540,no_context,,"রোজি একটি ৳১ বিলের সাথে একটি ৳.৪৪ পিস ক্যান্ডির জন্য অর্থ প্রদান করে৷ ক্যাশিয়ার যদি তাকে পরিবর্তন হিসাবে সম্ভাব্য সবচেয়ে কম সংখ্যক কয়েন দেয়, তাহলে রোজি পরিবর্তন হিসাবে কত কয়েন পাবে?",৪,correct,none,easy,
train_0541,no_context,,কবি জৈনুদ্দিনের বিখ্যাত কাব্যগ্রন্থের নাম কী?,পদ্মাপুরাণ,wrong,fabricated,easy,
train_0542,no_context,,গবলিন হাঙরের শরীরে পাওয়া কোপেপোড পরজীবীটির নাম কী?,এখত্রোগেলিকাস মিটসুকুরিনা,correct,none,easy,looked up: shark parasite reference; intended copepod is Echthrogaleus mitsukurinae
train_0543,has_context,"নদীর ওপর ছিল পন্টুন ব্রিজ বা ভাসমান সেতু। নীচে নৌকা, উপরে পাটাতন। মাঝ বরাবর খুলে দেওয়ার ব্যবস্থা। লম্বায় ১৫২৮ ফুট, ৪৮ ফুট চওড়া। দু’পাশে সাত ফুটের ফুটপাত। জাহাজ-স্টিমার চলাচলের জন্য সেতুর মাঝখানে ২০০ ফুট খুলে দেওয়া যেত। স্টিমার এলেই সেতু বন্ধ। ভোঁ ভোঁ শব্দ করে স্টিমার পেরিয়ে যাবে, তার পর আবার খুলবে সেতু। পুরনো হাওড়া ব্রিজের নকশা বানিয়েছিলেন স্যর ব্র্যাডফোর্ড লেসলি । ব্রিটিশ শাসনে রেল কোম্পানির খ্যাতনামা ইঞ্জিনিয়ার। এ দেশের বড় বড় রেলসেতুর নকশা তিনিই বানিয়েছিলেন। যেমন, নৈহাটির জুবিলি ব্রিজ। লেসলি সাহেব বিলেত থেকে এসে সেতু নির্মাণের এলাকা ঘুরে দেখে গিয়েছিলেন। ফিরে গিয়ে তৈরি করেন নকশা।",অনুচ্ছেদে “দেশের বড় বড় রেলসেতুর নকশা” প্রসঙ্গে কোন তথ্য উল্লেখ আছে?,এ দেশের বড় বড় রেলসেতুর নকশা তিনিই বানিয়েছিলেন।,correct,none,hard,
train_0544,has_context,সৌরভ গঙ্গোপাধ্যায় বা সৌরভ গাঙ্গুলী (জন্ম ৮ জুলাই ১৯৭২) একজন প্রাক্তন ভারতীয় ক্রিকেটার এবং ভারতীয় জাতীয় ক্রিকেট দলের প্রাক্তন অধিনায়ক।,সৌরভ গঙ্গোপাধ্যায়ের জন্ম তারিখ কত?,৮ জুলাই ১৯৭২।,correct,none,hard,
train_0545,no_context,,'তিতা' শব্দের শুদ্ধ বিপরীত শব্দ কোনটি?,মিঠা,correct,none,easy,
train_0546,has_context,"প্রত্যেক ইউনিয়ন পরিষদের একজন সচিব, একজন হিসাব সহকারী-কাম-কম্পিউটার অপারেটর থাকিবেন, যাহারা সরকার বা সরকার কর্তৃক নির্ধারিত কোন কর্তৃপক্ষের মাধ্যমে নিযুক্ত হইবেন।","প্রদত্ত প্রসঙ্গ অনুযায়ী স্থানীয় সরকার (ইউনিয়ন পরিষদ) আইন, ২০০৯-এর ধারা ৬২ সম্পর্কে কী বলা হয়েছে?","প্রত্যেক উপজেলা পরিষদের একজন সচিব, একজন হিসাব সহকারী-কাম-কম্পিউটার অপারেটর থাকিবেন, যাহারা সরকার বা সরকার কর্তৃক নির্ধারিত কোন কর্তৃপক্ষের মাধ্যমে নিযুক্ত হইবেন।",wrong,entity,hard,
train_0547,has_context,নিরীক্ষা কার্য যথাযথভাবে পরিচালনার জন্য তিনি যেরূপ আবশ্যক বলিয়া বিবেচনা করিবেন সেইরূপ কোন তথ্য তাহার সম্মুখে উপস্থাপন কিংবা লিখিতভাবে সরবরাহ করিবার জন্য চেয়ারম্যানকে অনুরোধ করিতে পারিবেন।,"প্রদত্ত প্রসঙ্গ অনুযায়ী স্থানীয় সরকার (ইউনিয়ন পরিষদ) আইন, ২০০৯-এর ধারা ৬০ সম্পর্কে কী বলা হয়েছে?",নিরীক্ষা কার্য যথাযথভাবে পরিচালনার জন্য তিনি যেরূপ আবশ্যক বলিয়া বিবেচনা করিবেন সেইরূপ কোন তথ্য তাহার সম্মুখে উপস্থাপন কিংবা লিখিতভাবে সরবরাহ করিবার জন্য চেয়ারম্যানকে অনুরোধ করিতে পারিবেন।,correct,none,hard,
train_0548,has_context,"তখন তিনি দশম শ্রেনীর ছাত্রী। লুকিয়ে লুকিয়ে তিনি পড়েন “দেশের কথা”, “বাঘা যতীন”, “ক্ষুদিরাম” আর “কানাইলাল”।",প্রীতিলতা লুকিয়ে কোন বইগুলো পড়তেন?,"""দেশের কথা"", ""বাঘা যতীন"", ""ক্ষুদিরাম"" ও ""কানাইলাল""।",correct,none,easy,
